Year,Month,mmyy,Customer Number,Customer Name,Column1,City,Province,Postal Code,Item Code,Item Number,Description,QtyRev, $ ,Q
2018,1,2018-01,,Good n Natural - Steinbach,,Steinbach,MB,R5G 1V6,SOL,SOL00012,Org All-Purpose Mix 1kg,2,$14.04 ,1
2018,1,2018-01,,Wellness Shoppe Ltd,,Sudbury,ON,P3E 3Z7,SOL,SOL00012,Org All-Purpose Mix 1kg,1,$7.02 ,1
2018,1,2018-01,,Natures Care Health Products,,Ottawa,ON,K1P 5N5,SOL,SOL00018,Org Chickpea Flour 700g,2,$17.60 ,1
2018,1,2018-01,,Good Health Mart - Owen Sound,,Owen Sound,ON,N4K 5S2,SOL,SOL00013,Org Coconut Flour 700g,2,$11.10 ,1
2018,1,2018-01,,Good Health Mart - Owen Sound,,Owen Sound,ON,N4K 5S2,SOL,SOL00013,Org Coconut Flour 700g,2,$11.10 ,1
2018,1,2018-01,,Eating Well Organically,,Waterloo,ON,N2J 1P5,SOL,SOL00006,Org Brown Rice Flour 1kg,1,$6.30 ,1
2018,1,2018-01,,Eating Well Organically,,Waterloo,ON,N2J 1P5,SOL,SOL00018,Org Chickpea Flour 700g,1,$8.80 ,1
2018,1,2018-01,,Rama Lotus Centre,,Ottawa,ON,K2P 0Y8,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$18.07 ,1
2018,1,2018-01,,Rama Lotus Centre,,Ottawa,ON,K2P 0Y8,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$18.07 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3L 1Y8,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3L 1Y8,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3L 1Y8,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3L 1Y8,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$17.17 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$17.17 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$17.17 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$17.17 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,-1,($17.17),1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,-1,($17.17),1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,-1,($17.17),1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2M 5M3,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,-1,($17.17),1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2C 5C6,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2C 5C6,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2C 5C6,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2C 5C6,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3P 0N5,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3P 0N5,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3P 0N5,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R3P 0N5,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2V 3C8,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2V 3C8,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2V 3C8,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,1,$9.03 ,1
2018,1,2018-01,,J Holtmann Holding Inc,,Winnipeg,MB,R2V 3C8,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,1,$9.03 ,1
2018,1,2018-01,,Martys Yarns & Health Foods,,Haliburton,ON,K0M 1S0,SOL,SOL00018,Org Chickpea Flour 700g,3,$26.40 ,1
2018,1,2018-01,,OHealthy Market,,Truro,NS,B2N 1G7,SOL,SOL00007,Org Buckwheat Flour 1kg,2,$9.42 ,1
2018,1,2018-01,,Greenbrook Pharmacy,,Kitchener,ON,N2M 4K1,SOL,SOL00007,Org Buckwheat Flour 1kg,6,$28.26 ,1
2018,1,2018-01,,Ever-Well Health Centre,,Caledonia,ON,N3W 1L8,SOL,SOL00007,Org Buckwheat Flour 1kg,2,$9.42 ,1
2018,1,2018-01,,Vogel Ste-Adele,,Ste Adele,QC,J8B 2N3,SOL,SOL00007,Org Buckwheat Flour 1kg,1,$4.86 ,1
2018,1,2018-01,,Debra Lemme RHN,,Port Elgin,ON,N0H 2C4,SOL,SOL00018,Org Chickpea Flour 700g,2,$17.60 ,1
2018,1,2018-01,,Debra Lemme RHN,,Port Elgin,ON,N0H 2C4,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.35 ,1
2018,1,2018-01,,Honeycomb Health Foods,,Winkler,MB,R6W 3N2,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.35 ,1
2018,1,2018-01,,Bio Restorations  -  Viands,,Schumacher,ON,P0N 1G0,SOL,SOL00084,Org Grilled Lentils Thai 55g*12,2,$36.14 ,1
2018,1,2018-01,,Bio Restorations  -  Viands,,Schumacher,ON,P0N 1G0,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,2,$36.14 ,1
2018,1,2018-01,,A Healthier You,,Fort Erie,ON,L2A 1P2,SOL,SOL00007,Org Buckwheat Flour 1kg,2,$9.42 ,1
2018,1,2018-01,,A Healthier You,,Fort Erie,ON,L2A 1P2,SOL,SOL00007,Org Buckwheat Flour 1kg,2,$9.42 ,1
2018,1,2018-01,,Community Farm Store,,Duncan,BC,V9L 6W4,SOL,SOL00007,Org Buckwheat Flour 1kg,6,$28.26 ,1
2018,1,2018-01,,Community Farm Store,,Duncan,BC,V9L 6W4,SOL,SOL00010,Org Tapioca Starch 1kg,6,$38.10 ,1
2018,1,2018-01,,Community Farm Store,,Duncan,BC,V9L 6W4,SOL,SOL00013,Org Coconut Flour 700g,6,$33.30 ,1
2018,1,2018-01,,Community Farm Store,,Duncan,BC,V9L 6W4,SOL,SOL00018,Org Chickpea Flour 700g,6,$52.80 ,1
2018,1,2018-01,,Salt Spring Nature Works,,Salt Spring Island,BC,V8K 2S8,SOL,SOL00066,Org 4 Grain Pancake Mix 525g,1,$5.17 ,1
2018,1,2018-01,,Salt Spring Nature Works,,Salt Spring Island,BC,V8K 2S8,SOL,SOL00007,Org Buckwheat Flour 1kg,1,$4.71 ,1
2018,1,2018-01,,Salt Spring Nature Works,,Salt Spring Island,BC,V8K 2S8,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.35 ,1
2018,1,2018-01,,Salt Spring Nature Works,,Salt Spring Island,BC,V8K 2S8,SOL,SOL00012,Org All-Purpose Mix 1kg,1,$7.02 ,1
2018,1,2018-01,,Salt Spring Nature Works,,Salt Spring Island,BC,V8K 2S8,SOL,SOL00007,Org Buckwheat Flour 1kg,-1,($4.71),1
2018,1,2018-01,,Verveine et Cie Inc.,,Cowansville,QC,J2K 2W4,SOL,SOL00013,Org Coconut Flour 700g,2,$11.44 ,1
2018,1,2018-01,,Sigrid's Natural Foods,,Kingston,ON,K7M 4X2,SOL,SOL00006,Org Brown Rice Flour 1kg,1,$6.30 ,1
2018,1,2018-01,,Sigrid's Natural Foods,,Kingston,ON,K7M 4X2,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.35 ,1
2018,1,2018-01,,Sigrid's Natural Foods,,Kingston,ON,K7M 4X2,SOL,SOL00013,Org Coconut Flour 700g,1,$5.55 ,1
2018,1,2018-01,,Misty River Alternatives,,Emo,ON,P0W 1E0,SOL,SOL00010,Org Tapioca Starch 1kg,4,$22.72 ,1
2018,1,2018-01,,Misty River Alternatives,,Emo,ON,P0W 1E0,SOL,SOL00013,Org Coconut Flour 700g,6,$29.76 ,1
2018,1,2018-01,,Misty River Alternatives,,Emo,ON,P0W 1E0,SOL,SOL00016,Org Millet Flour 1kg,1,$5.40 ,1
2018,1,2018-01,,"Stephens, Sandra - EMPLOYEE",,Sherwood Park,AB,T8A 5H1,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.01 ,1
2018,1,2018-01,,Les Glutineries,,St Hyacinthe,QC,J2S 2V2,SOL,SOL00016,Org Millet Flour 1kg,3,$19.05 ,1
2018,1,2018-01,,Les Glutineries,,St Hyacinthe,QC,J2S 2V2,SOL,SOL00068,Org Homemade Style Bread Mix 700g,3,$19.56 ,1
2018,1,2018-01,,Vitamart.ca,,Edmonton,AB,T6E 4M9,SOL,SOL00012,Org All-Purpose Mix 1kg,3,$21.06 ,1
2018,1,2018-01,,Vitamart.ca,,Edmonton,AB,T6E 4M9,SOL,SOL00006,Org Brown Rice Flour 1kg,3,$18.90 ,1
2018,1,2018-01,,Vitamart.ca,,Edmonton,AB,T6E 4M9,SOL,SOL00010,Org Tapioca Starch 1kg,3,$19.05 ,1
2018,1,2018-01,,Elmtree Healthstore,,Stettler,AB,T0C 2L0,SOL,SOL00013,Org Coconut Flour 700g,2,$11.10 ,1
2018,1,2018-01,,Kardish Health Food Centre,,Ottawa,ON,K1Z 6X6,SOL,SOL00018,Org Chickpea Flour 700g,1,$8.80 ,1
2018,1,2018-01,,Kardish Health Food Centre,,Ottawa,ON,K1T 1N8,SOL,SOL00018,Org Chickpea Flour 700g,1,$8.80 ,1
2018,1,2018-01,,Kardish Health Food Centre,,Ottawa,ON,K2G 4R9,SOL,SOL00018,Org Chickpea Flour 700g,2,$17.60 ,1
2018,1,2018-01,,Kardish Health Food Centre,,Ottawa,ON,K2G 4R9,SOL,SOL00018,Org Chickpea Flour 700g,1,$8.80 ,1
2018,1,2018-01,,Kardish Health Food Centre,,Ottawa,ON,K2G 3J9,SOL,SOL00018,Org Chickpea Flour 700g,1,$7.87 ,1
2018,1,2018-01,,Patchouli Natural Products,,Bathurst,NB,E2A 3A1,SOL,SOL00007,Org Buckwheat Flour 1kg,3,$14.13 ,1
2018,1,2018-01,,Patchouli Natural Products,,Bathurst,NB,E2A 3A1,SOL,SOL00016,Org Millet Flour 1kg,3,$18.09 ,1
2018,1,2018-01,,Patchouli Natural Products,,Bathurst,NB,E2A 3A1,SOL,SOL00007,Org Buckwheat Flour 1kg,3,$14.13 ,1
2018,1,2018-01,,The Cackling Goose Market,,Sackville,NB,E4L 4R4,SOL,SOL00012,Org All-Purpose Mix 1kg,3,$21.06 ,1
2018,1,2018-01,,The Cackling Goose Market,,Sackville,NB,E4L 4R4,SOL,SOL00012,Org All-Purpose Mix 1kg,-1,($7.02),1
2018,1,2018-01,,The Cackling Goose Market,,Sackville,NB,E4L 4R4,SOL,SOL00007,Org Buckwheat Flour 1kg,3,$14.13 ,1
2018,1,2018-01,,X-Fuel Nutrition,,Surrey,BC,V3W 5B1,SOL,SOL00083,Org Grilled Lentils S & P 55g*12,3,$51.51 ,1
2018,1,2018-01,,X-Fuel Nutrition,,Surrey,BC,V3W 5B1,SOL,SOL00085,Org Grilled Lentils Namaste 55g*12,3,$51.51 ,1
2018,1,2018-01,,X-Fuel Nutrition,,Surrey,BC,V3W 5B1,SOL,SOL00086,Org Grilled Lentils Tex-Mex 55g*12,3,$51.51 ,1
2018,1,2018-01,,Willow Lane Natural Foods,,Acton,ON,L7J 1G9,SOL,SOL00013,Org Coconut Flour 700g,2,$11.10 ,1
2018,1,2018-01,,Organic Choices,,La Crete,AB,T0H 2H0,SOL,SOL00006,Org Brown Rice Flour 1kg,2,$11.28 ,1
2018,1,2018-01,,Organic Choices,,La Crete,AB,T0H 2H0,SOL,SOL00010,Org Tapioca Starch 1kg,1,$5.68 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00013,Org Coconut Flour 700g,3,$17.52 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00018,Org Chickpea Flour 700g,4,$37.04 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00006,Org Brown Rice Flour 1kg,1,$6.63 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00007,Org Buckwheat Flour 1kg,5,$24.80 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00008,Org Quinoa Flour 700g,3,$42.60 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00010,Org Tapioca Starch 1kg,2,$13.36 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00006,Org Brown Rice Flour 1kg,1,$6.63 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00010,Org Tapioca Starch 1kg,2,$13.36 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00012,Org All-Purpose Mix 1kg,4,$29.56 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00006,Org Brown Rice Flour 1kg,2,$13.26 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00008,Org Quinoa Flour 700g,3,$42.60 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00013,Org Coconut Flour 700g,3,$17.52 ,1
2018,1,2018-01,,Earth's General Store,,Edmonton,AB,T6C 0Z9,SOL,SOL00017,Org Amaranth Flour 700g,3,$19.56 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00016,Org Millet Flour 1kg,1,$5.71 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00008,Org Quinoa Flour 700g,1,$12.78 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,18,$80.28 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00010,Org Tapioca Starch 1kg,6,$36.06 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,12,$79.80 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00013,Org Coconut Flour 700g,6,$31.56 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00014,Org Potato Starch 700g,6,$34.80 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,8,$35.68 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00016,Org Millet Flour 1kg,1,$5.71 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,30,$126.60 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,4,$26.60 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,2,$13.30 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00016,Org Millet Flour 1kg,2,$11.42 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00018,Org Chickpea Flour 700g,3,$24.99 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00016,Org Millet Flour 1kg,4,$22.84 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00018,Org Chickpea Flour 700g,1,$8.33 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,1,$6.65 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00018,Org Chickpea Flour 700g,2,$16.66 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00010,Org Tapioca Starch 1kg,11,$66.11 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,2,$13.30 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00016,Org Millet Flour 1kg,2,$11.42 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00018,Org Chickpea Flour 700g,3,$24.99 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.01 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00006,Org Brown Rice Flour 1kg,6,$33.84 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,30,$126.60 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00010,Org Tapioca Starch 1kg,18,$102.24 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00012,Org All-Purpose Mix 1kg,6,$37.68 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00013,Org Coconut Flour 700g,6,$29.76 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00018,Org Chickpea Flour 700g,6,$47.22 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,5,$22.30 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00010,Org Tapioca Starch 1kg,1,$6.01 ,1
2018,1,2018-01,,Well.ca,,Guelph,ON,N1L 0B9,SOL,SOL00007,Org Buckwheat Flour 1kg,1,$4.46 ,1
